metadata	Lyrics
Drake□□□□□□□□□□□□□□ Firefly□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 47.24904540769735□□ 255959.68430254835 False 0.5558119323374552□□□ 0.3099452809623516□□□□ 10 -4.867□ 1 0.13813357517142008□□□□ 0.057827079134747064□□ -0.01369950593599474□□□ 0.27255019688681675□□□□ 0.707□ 150.042 5 dancehall□□□□□□□□	snippet sober when you come closer boy i know i know you've been trying to quit but you let it show    boy we're kissing now baby when i'm with you i'm wasted
Eminem□□□□□□□□□□□□□ Stay Away□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 72.46750827497927□□ 192324.76641882455 False 1.0168715152711223□□□ 0.7769927530292225□□□□ 6□ -6.774□ 1 0.07564564565937054□□□□ 0.5196912566905812□□□□ 0.1398507759273887□□□□□ 0.16877191268360509□□□□ 0.491□ 120.984 4 grindcore□□□□□□□□	 pied piper    jungkook  rm             you can't stop    stop                                            pre jin  v         paradise can't close your eyes can't close your eyes               jimin  jungkook                            post jungkook oohoohooh ohohohohoh oohoohoohooh ohohohohoh oohoohooh ohohohohoh i'm takin' over you oohoohooh ohohohohoh oohoohoohooh ohohohohoh oohoohooh ohohohohoh i'm takin' over you   v suga  jhope          yeah suga                                   guilty pleasure    never  pre jimin  jungkook         paradise can't close your eyes can't close your eyes               jin  v                           jungkook  jimin                                 jungkook oohoohooh ohohohohoh oohoohoohooh ohohohohoh oohoohooh ohohohohoh i'm takin' over you oohoohooh ohohohohoh oohoohoohooh ohohohohoh oohoohooh ohohohohoh i'm takin' over you
Taylor Swift□□□□□□□ Where Are You Now□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 52.27051027660993□□ 243005.41499396425 False 0.5174289898250153□□□ 0.7063311903553402□□□□ 0□ -9.219□ 1 0.023699759165845484□□□ 0.8520932231221012□□□□ -0.07629041975427919□□□ 0.355564478341964□□□□□□ 0.368□ 97.923□ 4 alt-rock□□□□□□□□□	post malone pulled a bitch out the hat yeah that's magic and i got a lotta bitches at my mansion molly stogies gas and some matches got your wifey on my lap like outkast tragic magic magic alakazam magic magic well i alakazam  verse post malone  ounces on me like i'm magic ahh magic johnson  i ain't playin' basketball and we got some molly magic potion alcohol i'm with aphrodite drinkin' nectar of the gods wakin' up to some swishers and some liquor swishers and liquor fuck 'em or fuck her whatever get me faded quicker she grind on my zipper 'cause i'm a big tipper she stay in la like she play for the clippers you see what we whippin' whole crew is shittin' on mothafuckas can't stand the heat then get the fuck out the kitchen i got that houdini disappear her bikini she rub on my lamp damn i feel like a genie on my magic carpet i'm poppin' a wheelie so fresh you can't see me i do this routinely i don't do no freebies you feel me i need me a couple bands they appear in my fuckin' hands   post malone pulled a bitch out the hat yeah that's magic and i got a lotta bitches at my mansion molly stogies gas and some matches got your wifey on my lap like outkast tragic stoney magic magic alakazam magic magic well i alakazam   saucelord rich sauce presto presto poof
Coldplay□□□□□□□□□□□ How Would You Feel (Paean)□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 8.689956594100147□□ 261752.70359418655 False 0.48076741069886403□□ 0.6377040624614253□□□□ 6□ -12.559 0 0.11188434565327621□□□□ 0.05607395510326914□□□ 0.5282915919144872□□□□□ 0.34602588235854426□□□□ 0.654□ 148.029 4 comedy□□□□□□□□□□□	 I am driving up '85 in the Kind of morning that lasts all afternoon Just stuck inside the gloom 4 more exits to my apartment but I am tempted to keep the car in drive And leave it all behind   Because I wonder sometimes About the outcome Of a still verdictless life   Am I living it right? Am I living it right? Am I living it right? Why Georgia, why?   I rent a room and I fill the spaces with Wood in places to make it feel like home But all I feel's alone It might be a quarter life crisis Or just the stirring in my soul   Either way--I wonder sometimes About the outcome Of a still verdictless life   Am I living it right? Am I living it right? Am I living it right? Why Georgia, why?   So what, so I've got a smile on But it's hiding the quiet superstitions in my head Don't believe me Don't believe me When I say I've got it down   Everybody is just a stranger but That's the danger in going my own way I guess it's the price I have to pay   Still everything happens for a reason Is no reason not to ask myself   Am I living it right? Am I living it right? Am I living it right? Why? Tell me why? Why? Why Georgia, why?
Justin Bieber□□□□□□ E.T.□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 74.23692753764692□□ 233435.67723025646 False 0.7874657008207702□□□ 0.528353851217813□□□□□ 0□ -5.047□ 0 0.2340856950454777□□□□□ 0.04696076171327743□□□ 0.09196000000647611□□□□ 0.20777431402838653□□□□ 0.494□ 144.892 3 power-pop□□□□□□□□	ed sheeran i seem to find myself talking to the powers that be awaking the shade and shadowed under towering trees admiring the scene inhaling fumes of flowers that breathe jet lagged eyes are begging for an hour to sleep although my bloodshot whites and irises they never find any clock stops at times where the sun shine can blind many although my eyes are heavy they won't be closing soon cause i heard that time waits for nobody i suppose it's true we make corrosive tunes with acid tabs and vocal booths to see the flashing lights at photo shoots we make our motive moves i say whatever i feel to vent a rhyme so i can still invent the lines and stay close to the friends of mine cause real recognise real is what my father says and i'll be sticking to this phrase until i pass away overworking no sleep is just another way to die slow but i'll just keep going strong and never let my eyes close   devlin 5 o'clock with lights off interview with a vampire sleep is for the living and not a utensil that i require i swear i said that i'll sleep when i'm dead who's on the beat upon the feature with ed it's dev to the zed over tired pale faced like michael myers bags underneath my eyes can show the baggage i've acquired and over the time within this maze i think you'll find you'll never find that peace of mind you seek to find until you're dying cause i got too much to stay awake for to sleep or even take four seconds out the game it's time to wage war scissors grab a sword and sharpen up your hunting knives two psychopathic lyricists are driving on the hunt tonight i'm hailing from the essex and the east london border line villans never sleep they mastermind in all sorts of crimes be wide awake just like you're snorting lines or get left mortified like you just seen the ghost of jesus walking by  hook ed sheeran i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in lately   ed sheeran i brush my teeth every night but still i wake up with a bad mouth and the background is my past and my presence will bring it back out deliver the raps how i flow i live with the rats now and those that hate me call me ron but they won't slither in too easy believe me i'm snake minded be within this great time be on minimum wage life is a prison escape that i'm in it's all to do with timing not the label that you sign with then my mates are doing fine but then they never put the time in i try to hide my cold side like when i flip my pillows some of the songs i write are real because the charts are filled with silicone i'm still broke without the money for a mac pro living out of three bags no talk about my cash flow opposite of sober cause i never did my homework which has got me on the sofa no degree but growing older i played a fool to catch the wise i will never tell a lie i wake dead take deep breaths try to never die never die  4 devlin two guys with the same view keep it tight like scrooge making metaphors flow and move like typhoons and tunes and if we got our eyes on you we'll catch you while you snooze times elapsing while you're catching zed's the masses like to move we scan the situation analyse information and then decide what probably is most practical to do driven young gentlemen i've hardly changed my bed sheets at all over the last  months cause i haven't slept in 'em true i'm coming home the lights are on your rights are wrong so i'm correcting 'em we got the fans all like oh wow it's devs and ed what less did you bloody expect from 'em in the end sleep deprivation might just be our detriment fighting through writers block from 9 o'clock to 5 o'clock and no way will i ever waste a second of the time i got i keep my pupils engaged like a classroom in holy matrimony but i'm only trying to stay awake  hook i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in lately i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in i never sleep when trouble steals thoughts from a restless mind for free it could be the times i'm living in lately
Ed Sheeran□□□□□□□□□ Hello□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 55.29846506541948□□ 168773.1676105017□ False 0.582645548518289□□□□ -0.013311425353977668□ 9□ -3.042□ 0 0.016184772071546373□□□ -0.04008623608774793□□ -0.019595236114268985□□ 0.08581618659527364□□□□ 0.0875 165.984 4 chicago-house□□□□	rick ross i'ma tell you like this nigga   rick ross i got a hundred gs on my line i ain't eatin' jacksons when i be in overtown bitch i'm eatin' lavish look up ho it's snowin' now i just throw the cabbage justice league gon' hold it down got a odor there in the attic that's a couple pounds new rolex that i ordered that's a hundred thou' time to milk the game bitch i went and bought a cow my nigga gdk a goon he'll gun you down slid up on him with the stick yeah and sat him down my nigga nut so slick they ain't pat him down i got a hundred niggas on my line a hundred squares at a time nigga hold it down  hook rick ross addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack i'm addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack   drake alright my patience runnin' thin olympic pools of money i'm just glad i learned to swim cannonball bitch i hope your diving board's sturdy and i hope when dinner's cold my niggas do not desert me nah but shit's all good the deal got signed and my split's all good and these haters pretendin' that it's all good say that shit in person man i wish y'all would i say you lucky if your father was a figure cause my uncle was my father and my father was my nigga and my mother so proud cause his son is gettin' bigger i took time to load the bullets now i'm 'bout to pull the trigger like boom boom boom i'm a genius god dammit i ain't the type to murder you i'm more the type to plan it so please take a seat if you really can't stand it got success in my pocket and these rappers in a panic but skinny told me to do me and don't listen to anybody that knew me cause to have known me would mean that there's a new me and if you think i changed in the slightest could've fooled me yeah nd to my city i'm the twothree drug dealers live vicariously through me no bench time nickname starterdrake franchise player i don't even get a water break and these other lames is hardly mentioned i bet that with this pen i could draw attention but you can tell by my strut i'm just chillin' in the cut nigga what and i'm feelin' like  hook rick ross addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack i'm addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack
Adam Melchor□□□□□□□ One Night□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 48.45292265807918□□ 225365.56027782484 False 0.5739116328962008□□□ 0.1599527524864951□□□□ 6□ -31.753 1 -0.012139147540934259□□ -0.06615228704106252□□ -0.08923056018032188□□□ 0.2081112851065963□□□□□ 0.329□ 107.977 4 dance□□□□□□□□□□□□	yeah oh no i'm ready yeah let's go your girlfriend at my next show ovoxo nigga haha yeah  uh wassup real nigga doing real stuff get alot of money you could never get enough and you know the new shit sound so tough so and so just walked in so what i don't really vibe with alot of these niggas i ain't really into giving more than one chance girl i already tried with alot of these niggas fuck that that team don't know real what's that that can't be from here that can't be what they believing is the best shit of the year that's that fake shit that's that fake shit that's that top row of veneers just when they getting impatient is when i make a world premiere uh damn word award shows coming make sure you spell that shit right make sure to give me all the credit i deserve make sure the good stuff still in that sprite they watch us make the shit into the song you ain't livin' that boy stop stealin' that life anything can happen when i do see ya guess it all depend how i feel on that night live my life in hotels bitch better have my room right if they kill me bury me a legend bitch better have my tomb right ah this is perfect for the women that i loved before i love em all i just love me more
Rihanna□□□□□□□□□□□□ Betty Boop□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ -7.07188239726691□□ 295761.76257345616 False 0.6417265817310464□□□ 0.641428481340043□□□□□ 1□ -8.389□ 1 0.0011946594201232633□□ 0.2064010024730226□□□□ 0.8269736898762207□□□□□ 0.7695312105095893□□□□□ 0.583□ 87.507□ 4 k-pop□□□□□□□□□□□□	i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road   yeah it's been a ride i guess i had to go to that place to get to this one now some of you might still be in that place if you're tryna get out just follow me i'll get you there   you can try and read my lyrics off of this paper before i lay 'em but you won't take the sting out these words before i say 'em 'cause ain't no way i'ma let you stop me from causin' mayhem when i say i'ma do somethin' i do it i don't give a damn what you think i'm doin' this for me so fuck the world feed it beans it's gassed up if it thinks it's stoppin' me i'ma be what i set out to be without a doubt undoubtably and all those who look down on me i'm tearin' down your balcony no ifs ands or buts don't try to ask him why or how can he from infinite down to the last relapse album he's still shittin' whether he's on salary paid hourly until he bows out or he shits his bowels out of him whichever comes first for better or worse he's married to the game like a fuck you for christmas his gift is a curse forget the earth he's got the urge to pull his dick from the dirt and fuck the whole universe   i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road   okay quit playin' with the scissors and shit and cut the crap i shouldn't have to rhyme these words in a rhythm for you to know it's a rap you said you was king you lied through your teeth for that fuck your feelings instead of gettin' crowned you're gettin' capped and to the fans i'll never let you down again i'm back i promise to never go back on that promise in fact let's be honest that last relapse cd was ehh perhaps i ran them accents into the ground relax i ain't goin' back to that now all i'm tryin' to say is get back clickclackblaow 'cause i ain't playin' around there's a game called circle and i don't know how i'm way too up to back down but i think i'm still tryin' to figure this crap out thought i had it mapped out but i guess i didn't this fuckin' black cloud still follows me around but it's time to exorcise these demons these muh'fuckers are doin' jumpin' jacks now   i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road   and i just can't keep livin' this way so startin' today i'm breakin' out of this cage i'm standin' up i'ma face my demons i'm mannin' up i'ma hold my ground i've had enough now i'm so fed up time to put my life back together right now   it was my decision to get clean i did it for me admittedly i probably did it subliminally for you so i could come back a brandnew me you helped see me through and don't even realize what you did believe me you i've been through the wringer but they can do little to the middle finger i think i got a tear in my eye i feel like the king of my world haters can make like bees with no stingers and drop dead no more beef lingers no more drama from now on i promise to focus solely on handlin' my responsibilities as a father so i solemnly swear to always treat this roof like my daughters and raise it you couldn't lift a single shingle on it 'cause the way i feel i'm strong enough to go to the club or the corner pub and lift the whole liquor counter up 'cause i'm raisin' the bar i'd shoot for the moon but i'm too busy gazin' at stars i feel amazin' and i'm   i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road
Dua Lipa□□□□□□□□□□□ How Long□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 89.29524248831221□□ 160292.6970778465□ False 0.3899854081508647□□□ 0.821972966350811□□□□□ 6□ -10.423 0 0.01862430957751171□□□□ 0.7315601831132978□□□□ -0.07859121483975696□□□ 0.03694386555740292□□□□ 0.358□ 91.031□ 4 disco□□□□□□□□□□□□	boy let me let me why don't you let me let me boy let me let me let me do those things for you boy let me let me why don't you let me let me boy let me let me let me do those things for you   i've been watching you from way 'cross the room won't ya come and rock it out with me you catchin' eyes like you catchin' ties over here's where you wanna be it's so familiar like we've met somewhere before and i'm tired of waitin' baby while you still obey me  pre want me come and whisper in your ear all the things you love to hear i wanna come play nice with you 'cause if i get you alone i don't know what i might do and i think that it's about time we leave 'cause boy you're my type you got me so excited baby let's go dance away   so let me come and get ya right boy let me fill your appetite won't you let me know what it is you like and i'll do those sexy things for you i'll let you call me beautiful let me give it to you once you 'gon want some more boy let me let me let me let me do those things for you boy let me let me why don't you let me let me boy let me let me let me do those things for you   i'm walkin' over to you meet me by the door i'm the girl in the seven inch heels i got my keys in my hand maybe s's on my arms so guess you know what it is so act like you know 'cause a girl just wanna have fun knock it out the park for me need ya to hit a home run boy  pre want me come and whisper in your ear all the things you love to hear i wanna come play nice with you 'cause if i get you alone i don't know what i might do and i think that it's about time we leave 'cause boy you're my type you got me so excited baby let's go dance away   so let me come and get ya right boy let me fill your appetite won't you let me know what it is you like and i'll do those sexy things for you i'll let you call me beautiful let me give it to you once you 'gon want some more boy let me let me let me let me do those things for you   let too much to talk about it not into me boy i doubt it you are gonna scream and shout it make you hot how i move my body so crazy so amazing catch you up and make you chase it let me let me baby let me do those things for you   so let me come and get ya right boy let me fill your appetite won't you let me know what it is you like and i'll do those sexy things for you i'll let you call me beautiful let me give it to you once you 'gon want some more boy let me let me let me let me do those things for you boy let me let me why don't you let me let me boy let me let me let me do those things for you boy let me let me why don't you let me let me boy let me let me let me do those things for you
Selena Gomez□□□□□□□ Start Again□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 39.23595770068358□□ 207407.48950982318 False 0.6012046250802752□□□ 1.084932164786872□□□□□ 8□ -3.379□ 0 0.011566133609833568□□□ 0.04594604481072947□□□ 0.35978496834748497□□□□ 0.11633422221032716□□□□ 0.187□ 132.989 4 dance□□□□□□□□□□□□	eminem she says i am trash but she listens to tekashi damn bitch you lost me yeah fair weather wishywashy she thinks machine washed me what swear to god man her favorite rapper wish he'd cross me yeah i love conflict got a obnoxious what subconscious yeah i'm afraid to unlock it nah keep those monsters in the closet i'm what an idiotic 'otic savant is savant is but i've been throwin' down gauntlets since that underground rawkus yeah where i planted my roots what yeah that's how i had a whole planet that roots for me as in the group and no one thinks dark as i think nah so imagine the havoc these black thoughts are to wreak tariq as in trotter i keep slaughterin' beats shout out to beatminerz and tminus but me long as i breathe promise to be honest and wholeheartedly apologies rihanna for that song that leaked i'm sorry ri it wasn't meant to cause you grief regardless it was wrong of me but   white gold  eminem i be on my own yeah head up in the clouds like zeus when they say you ain't the goat i come down like who but i got my head in the clouds like zeus swear i can see the game from a bird'seye view ayy bitch you talkin' to a rap god ayy girl you talkin' to a monsta ayy you could give your whole damn life to the music thing they gon' turn around like they don't love you   eminem yeah they woke a giant up so when i get back on my feet don't wonder why in the fuck is my head in the clouds nah g5 with the stewardess gettin' head in the clouds haha milehigh club why i give a flying fuck fly and fuck no punchliner just tryin' to survive in this climate of vaginas bitch who dyin' to cancel my ass like aunt jemima syrup i'm a shitstirrer you're a dimea dozen said i couldn't do it hit europe kicked the door in put a foot through it ugh like a stirrup stirrup used to have to sit and watch them bills pile up yeah now i just sit back and watch them bills pile up haha but   white gold  eminem i be on my own yeah woo head up in the clouds like zeus when they say you ain't the goat i come down like who but i got my head in the clouds like zeus swear i can see the game from a bird'seye view ayy bitch you talkin' to a rap god ayy girl you talkin' to a monsta ayy you could give your whole damn life to the music thing they gon' turn around   eminem i've seen them come and go i've seen the hugest hugest debuts 'buts i've had a great view to see the see the game through through and drake they're gonna turn on you you one day too too and the more you win the sooner sooner they do they'll be calling you a trash bin sayin' that your new one isn't better than your last and even if it is once they start to turn their backs they ain't never comin' back in they did it to chance next they'll be mentionin' future in the past tense yeah or sayin' adis to migos i ain't dissin' i'm just tryna keep the shit a cnote yeah same people been tryna do the shit to me so i call them people peephole because they're so easy to see through 'em see through 'em but a fighter's all i knew how to be i got the shit beat out of me yeah tripped and fell and blew out a knee pop popped it back in and hopped up like fuck it fuck it best two out of three yeah man i gotta be doin' what somethin' right i got eleven years of sobriety yeah so the only bottom i'ma be hittin' is if it's sodomy wait i mean you would think that somebody handed a saw to me sodomy how i'm choppin' these bars they keep wantin' me to rap responsibly when i'm constantly passin' the buck like the fuckin' dollar tree but i'ma always remind you that i came from poverty black people saved my life from the doc and deshaun and all that we want is racial equality rip laquan mcdonald trayvon and breonna atatiana rayshard and dominique eric garner and rodney king no we can't get along 'til these white motherfuckin' cops who keep murderin' blacks are off the streets off the streets and as far as squashin' beef i'm used to people knockin' me but just not in my camp and diplomatic as i'm tryna be last thing i need is snoop doggin' me man dogg you was like a yeah damn god to me nah not really haha i had dog backwards but i'm startin' to think all these people takin' shots at me shit it's no wonder   white gold white gold  eminem i be on my own head up in the clouds like zeus when they say you ain't the goat i come down like who but i got my head in the clouds like zeus swear i can see the game from a bird'seye view ayy bitch you talkin' to a rap god ayy girl you talkin' to a monsta ayy you could give your whole damn life to the music thing they gon' turn around like they don't love you
Billie Eilish□□□□□□ Here We Go□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 48.190955478764735□ 255248.44690736677 False 0.6078364303150099□□□ 0.9769752195172752□□□□ 0□ -14.668 1 0.21681949725682453□□□□ 0.9903697997778088□□□□ -0.0770178701261048□□□□ 0.15675634670795646□□□□ 0.928□ 106.679 4 afrobeat□□□□□□□□□	you call me all friendly tellin' me how much you miss me that's funny i guess you've heard my songs well i'm too busy for your business go find a girl who wants to listen 'cause if you think i was born yesterday you have got me wrong  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck   i remember that weekend when my best friend caught you creepin' you blamed it all on the alcohol so i made my decision 'cause you made your bed sleep in it play the victim and switch your position i'm through i'm done  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me tch get up off your knees 'cause boy i don't give a fuck   about you no i don't give a damn you keep reminiscin' on when you were my man but i'm over you now you're all in the past you talk all that sweet talk but i ain't comin' back  breakdown cut you off i don't need your love so you can try all you want your time is up i'll tell you why i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up too late now 'cause if you think i care about you now well boy i don't give a fuck boy i don't give a  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me get to me tch get up off your knees 'cause boy i don't give a fuck
Ed Sheeran□□□□□□□□□ Midnight□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 53.332672721448716□ 212383.6838886056□ False 0.43935979148937276□□ 0.7480587476681382□□□□ 0□ -12.733 1 0.1685454272377116□□□□□ -0.026970913818298213□ 0.08788726702905718□□□□ 0.07421620077289998□□□□ 0.384□ 93.966□ 4 hip-hop□□□□□□□□□□	i'm more than just an option hey hey hey refuse to be forgotten hey hey hey i took a chance with my heart hey hey hey and i feel it taking over   i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothing's gonna tear us apart   i'm more than just a number hey hey hey i doubt you'll find another hey hey hey so every single summer hey hey hey i'll be the one that you'll remember and   i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothing's gonna tear us apart   it's more than just a mission hey hey hey you hear but you don't listen hey hey hey you better pay attention hey hey hey and get what you've been missing   i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothing's gonna tear us apart   too many times i've been wrong i guess being right takes too long i'm done waiting there's nothing left to do but give all i have to you and   i better find your loving i better find your heart i better find your loving i bet if i give all my love then nothing's gonna tear us apart i bet if i give all my love then nothing's gonna tear us apart
Ed Sheeran□□□□□□□□□ Bow Down□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 55.17270077278245□□ 235497.47358089322 False 0.8609587315629246□□□ 1.0518459808222604□□□□ 11 -5.996□ 1 0.0375474301075886□□□□□ 0.6995008727034542□□□□ 0.016011351706576093□□□ 0.06433555983139859□□□□ 0.728□ 80.721□ 4 dance□□□□□□□□□□□□	cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you have to do this i was thinking that you could be trusted did you have to ruin what was shiny now it's all rusted did you have to hit me where i'm weak baby i couldn't breathe and rub it in so deep salt in the wound like you're laughing right at me  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you think we'd be fine still got scars in my back from your knives so don't think it's in the past these kinds of wounds they last and they last now did you think it all through all these things will catch up to you and time can heal but this won't so if you're coming my way just don't  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts if you love like that blood runs cold   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey
Dua Lipa□□□□□□□□□□□ By the Grace of God□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 70.96767920564103□□ 393630.7556937503□ False 0.4901429176911125□□□ 0.8124511574886618□□□□ 4□ -3.747□ 1 0.14136626147386763□□□□ -0.0449676414888638□□□ -0.04802845068608409□□□ 0.42498883535340004□□□□ 0.254□ 116.029 4 grunge□□□□□□□□□□□	dirty looks from your mother never seen you in a dress that color no it's a special occasion not invited but i'm glad i made it oh  pre let me apologize i'll make up make up make up make up for all those times all those times your love i don't wanna lose i'm beggin' beggin' beggin' beggin' i'm beggin' you   wait can you turn around can you turn around just wait can we work this out can we work this out just wait can you come here please 'cause i wanna be with you wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you   can we talk for a moment got these feelings that i'm tired of holdin' on wasn't tryna get wasted i needed more than three or four to say this oh  pre let me apologize yeah i'll make up make up make up make up for all those times all those times your love i don't wanna lose lose i'm beggin' beggin' beggin' beggin' i'm begging you   wait can you turn around can you turn around no just wait can we work this out can we work this out just wait just wait can you come here please 'cause i wanna be with you wait can you turn around can you turn around just wait can we work this out can we work this out just wait just wait could you come here pleaseyeah 'cause i wanna be with you   you say i'm just another bad guy you say i've done a lot of things i can't undo before you tell me for the last time yeah i'm beggin' beggin' beggin' beggin' beggin' you   wait can you turn around can you turn around just wait can we work this out can we work this out can we work this out just wait can you come here please 'cause i wanna be with you  i wanna be with you wait can you turn around can you turn aroundyea just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you
